identifier,rank,cons,inhS,minS,cov,score,covQuality,div,runTime
GenZ-Divf-Def-InvSim-0.4-0.0,4,0.98,0.75,0.97,0.42,0.86,0.69,0.85,181.85
GenZ-Divf-Def-InvSim-0.4-0.0,5,0.97,0.73,0.95,0.45,0.85,0.7,0.86,186.2
GenZ-Divf-Def-InvSim-0.4-0.0,6,0.98,0.71,0.95,0.35,0.84,0.65,0.88,186.2
GenZ-Divf-Def-InvSim-0.4-0.0,7,0.96,0.66,0.94,0.32,0.81,0.63,0.89,186.2
GenZ-Divf-Def-InvSim-0.4-0.0,8,0.95,0.68,0.92,0.23,0.82,0.57,0.9,186.2
GenZ-Divf-Def-InvSim-0.4-0.0,9,0.8,0.71,0.79,0.29,0.76,0.54,0.92,189.85
GenZ-Divf-Def-InvSim-0.0-1.0,0,0.58,0.8,0.58,1.0,0.69,0.79,0.0,214.41
GenZ-Divf-Def-InvSim-0.0-1.0,1,0.56,0.77,0.57,1.0,0.67,0.79,0.24,214.41
GenZ-Divf-Def-InvSim-0.0-1.0,2,0.52,0.74,0.58,1.0,0.63,0.79,0.28,219.35
GenZ-Divf-Def-InvSim-0.0-1.0,3,0.48,0.74,0.59,1.0,0.61,0.8,0.3,224.48
GenZ-Divf-Def-InvSim-0.0-1.0,4,0.47,0.72,0.57,1.0,0.59,0.79,0.33,224.48
GenZ-Divf-Def-InvSim-0.0-1.0,5,0.43,0.72,0.57,1.0,0.57,0.78,0.36,224.48
GenZ-Divf-Def-InvSim-0.0-1.0,6,0.39,0.7,0.59,1.0,0.54,0.8,0.38,229.05
GenZ-Divf-Def-InvSim-0.0-1.0,7,0.35,0.68,0.56,1.0,0.52,0.78,0.4,229.05
GenZ-Divf-Def-InvSim-0.0-1.0,8,0.28,0.69,0.56,1.0,0.48,0.78,0.42,233.57
GenZ-Divf-Def-InvSim-0.0-1.0,9,0.27,0.64,0.52,1.0,0.45,0.76,0.44,233.57
GenQ-Divf-Def-InvSim-0.6-0.0,0,1.0,0.94,1.0,0.45,0.97,0.73,0.0,55.09
GenQ-Divf-Def-InvSim-0.6-0.0,1,1.0,0.86,1.0,0.48,0.93,0.74,0.81,55.09
GenQ-Divf-Def-InvSim-0.6-0.0,2,0.98,0.85,0.96,0.47,0.92,0.71,0.81,55.09
GenQ-Divf-Def-InvSim-0.6-0.0,3,1.0,0.74,1.0,0.46,0.87,0.73,0.83,56.35
GenQ-Divf-Def-InvSim-0.6-0.0,4,1.0,0.75,1.0,0.4,0.88,0.7,0.86,57.67
GenQ-Divf-Def-InvSim-0.6-0.0,5,1.0,0.71,1.0,0.4,0.85,0.7,0.87,57.67
GenQ-Divf-Def-InvSim-0.6-0.0,6,1.0,0.68,1.0,0.34,0.84,0.67,0.89,57.67
GenQ-Divf-Def-InvSim-0.6-0.0,7,1.0,0.67,1.0,0.25,0.83,0.63,0.9,57.67
GenQ-Divf-Def-InvSim-0.6-0.0,8,0.98,0.65,0.96,0.19,0.82,0.58,0.92,57.67
GenQ-Divf-Def-InvSim-0.6-0.0,9,0.96,0.57,0.92,0.16,0.76,0.54,0.93,58.76
GenQ-Divf-Def-InvSim-0.4-0.9,0,0.66,0.83,0.61,0.95,0.75,0.78,0.0,141.23
GenQ-Divf-Def-InvSim-0.4-0.9,1,0.65,0.76,0.61,0.95,0.71,0.78,0.35,141.23
GenQ-Divf-Def-InvSim-0.4-0.9,2,0.61,0.74,0.62,0.92,0.67,0.77,0.4,144.47
GenQ-Divf-Def-InvSim-0.4-0.9,3,0.58,0.73,0.63,0.93,0.65,0.78,0.43,147.81
GenQ-Divf-Def-InvSim-0.4-0.9,4,0.55,0.71,0.61,0.94,0.63,0.78,0.44,147.81
GenQ-Divf-Def-InvSim-0.4-0.9,5,0.53,0.7,0.61,0.93,0.61,0.77,0.47,147.81
GenQ-Divf-Def-InvSim-0.4-0.9,6,0.47,0.69,0.59,0.93,0.58,0.76,0.48,147.81
GenQ-Divf-Def-InvSim-0.4-0.9,7,0.41,0.68,0.58,0.92,0.54,0.75,0.5,147.81
GenQ-Divf-Def-InvSim-0.4-0.9,8,0.39,0.68,0.56,0.88,0.54,0.72,0.52,149.95
GenQ-Divf-Def-InvSim-0.4-0.9,9,0.34,0.66,0.49,0.9,0.5,0.69,0.55,152.25
GenQ-Divf-Def-InvSim-0.4-0.0,0,1.0,0.92,1.0,0.48,0.96,0.74,0.0,65.77
GenQ-Divf-Def-InvSim-0.4-0.0,1,0.98,0.84,0.96,0.53,0.91,0.74,0.8,65.77
GenQ-Divf-Def-InvSim-0.4-0.0,2,0.99,0.82,0.97,0.49,0.9,0.73,0.81,67.28
GenQ-Divf-Def-InvSim-0.4-0.0,3,0.99,0.78,0.99,0.46,0.88,0.72,0.84,68.81
GenQ-Divf-Def-InvSim-0.4-0.0,4,0.99,0.73,1.0,0.44,0.86,0.72,0.85,68.81
GenQ-Divf-Def-InvSim-0.4-0.0,5,0.98,0.7,0.97,0.38,0.84,0.67,0.87,68.81
GenQ-Divf-Def-InvSim-0.4-0.0,6,0.99,0.67,1.0,0.32,0.83,0.66,0.89,69.93
GenQ-Divf-Def-InvSim-0.4-0.0,7,0.96,0.66,0.94,0.3,0.81,0.62,0.9,69.93
GenQ-Divf-Def-InvSim-0.4-0.0,8,0.94,0.66,0.94,0.23,0.8,0.58,0.91,73.74
GenQ-Divf-Def-InvSim-0.4-0.0,9,0.89,0.64,0.84,0.19,0.77,0.52,0.92,74.68
GenQ-Divf-Def-InvSim-0.0-1.0,0,0.57,0.81,0.58,1.0,0.69,0.79,0.0,146.18
GenQ-Divf-Def-InvSim-0.0-1.0,1,0.55,0.79,0.57,1.0,0.67,0.78,0.23,146.18
GenQ-Divf-Def-InvSim-0.0-1.0,2,0.53,0.74,0.58,1.0,0.63,0.79,0.28,149.56
GenQ-Divf-Def-InvSim-0.0-1.0,3,0.49,0.72,0.58,1.0,0.61,0.79,0.35,153.02
GenQ-Divf-Def-InvSim-0.0-1.0,4,0.44,0.72,0.58,1.0,0.58,0.79,0.37,153.02
GenQ-Divf-Def-InvSim-0.0-1.0,5,0.4,0.7,0.56,1.0,0.55,0.78,0.4,153.02
GenQ-Divf-Def-InvSim-0.0-1.0,6,0.35,0.69,0.54,1.0,0.52,0.77,0.42,153.02
GenQ-Divf-Def-InvSim-0.0-1.0,7,0.3,0.68,0.52,1.0,0.49,0.76,0.44,153.02
GenQ-Divf-Def-InvSim-0.0-1.0,8,0.3,0.64,0.51,1.0,0.47,0.75,0.46,155.29
GenQ-Divf-Def-InvSim-0.0-1.0,9,0.25,0.65,0.45,1.0,0.45,0.73,0.49,157.68
