identifier,rank,cons,inhS,minS,cov,score,covQuality,div,runTime
GenZ-Divf-Def-InvSim-0.4-0.0,4,0.97,0.74,0.95,0.47,0.86,0.71,0.85,80.8
GenZ-Divf-Def-InvSim-0.4-0.0,5,0.98,0.72,0.97,0.44,0.85,0.7,0.86,82.72
GenZ-Divf-Def-InvSim-0.4-0.0,6,0.96,0.7,0.93,0.39,0.83,0.66,0.87,82.72
GenZ-Divf-Def-InvSim-0.4-0.0,7,0.93,0.71,0.89,0.34,0.82,0.62,0.89,82.72
GenZ-Divf-Def-InvSim-0.4-0.0,8,0.9,0.69,0.86,0.31,0.79,0.59,0.9,82.72
GenZ-Divf-Def-InvSim-0.4-0.0,9,0.87,0.69,0.83,0.26,0.78,0.55,0.91,84.49
GenZ-Divf-Def-InvSim-0.0-1.0,0,0.58,0.81,0.57,1.0,0.69,0.79,0.0,94.8
GenZ-Divf-Def-InvSim-0.0-1.0,1,0.55,0.76,0.57,1.0,0.66,0.79,0.26,94.8
GenZ-Divf-Def-InvSim-0.0-1.0,2,0.51,0.75,0.57,1.0,0.63,0.78,0.3,96.95
GenZ-Divf-Def-InvSim-0.0-1.0,3,0.47,0.73,0.58,1.0,0.6,0.79,0.33,99.17
GenZ-Divf-Def-InvSim-0.0-1.0,4,0.45,0.7,0.57,1.0,0.58,0.79,0.37,99.17
GenZ-Divf-Def-InvSim-0.0-1.0,5,0.42,0.7,0.56,1.0,0.56,0.78,0.4,99.17
GenZ-Divf-Def-InvSim-0.0-1.0,6,0.39,0.69,0.56,1.0,0.54,0.78,0.42,101.27
GenZ-Divf-Def-InvSim-0.0-1.0,7,0.33,0.67,0.55,1.0,0.5,0.77,0.45,101.27
GenZ-Divf-Def-InvSim-0.0-1.0,8,0.28,0.66,0.53,1.0,0.47,0.77,0.47,103.35
GenZ-Divf-Def-InvSim-0.0-1.0,9,0.28,0.63,0.46,1.0,0.46,0.73,0.49,103.35
GenQ-Divf-Def-InvSim-0.6-0.0,0,1.0,0.95,1.0,0.42,0.97,0.71,0.0,43.5
GenQ-Divf-Def-InvSim-0.6-0.0,1,1.0,0.84,1.0,0.47,0.92,0.74,0.83,43.5
GenQ-Divf-Def-InvSim-0.6-0.0,2,0.98,0.81,0.95,0.49,0.89,0.72,0.88,43.5
GenQ-Divf-Def-InvSim-0.6-0.0,3,1.0,0.73,1.0,0.45,0.86,0.72,0.88,44.49
GenQ-Divf-Def-InvSim-0.6-0.0,4,0.99,0.73,0.99,0.4,0.86,0.69,0.89,45.52
GenQ-Divf-Def-InvSim-0.6-0.0,5,0.98,0.68,0.99,0.35,0.83,0.67,0.9,45.52
GenQ-Divf-Def-InvSim-0.6-0.0,6,0.98,0.65,0.97,0.3,0.82,0.64,0.91,45.52
GenQ-Divf-Def-InvSim-0.6-0.0,7,0.96,0.66,0.9,0.29,0.81,0.6,0.92,45.52
GenQ-Divf-Def-InvSim-0.6-0.0,8,0.94,0.65,0.88,0.19,0.8,0.53,0.93,45.52
GenQ-Divf-Def-InvSim-0.6-0.0,9,0.93,0.62,0.81,0.17,0.77,0.49,0.94,46.51
GenQ-Divf-Def-InvSim-0.4-0.9,0,0.65,0.83,0.61,0.95,0.74,0.78,0.0,94.39
GenQ-Divf-Def-InvSim-0.4-0.9,1,0.64,0.77,0.6,0.95,0.71,0.77,0.35,94.39
GenQ-Divf-Def-InvSim-0.4-0.9,2,0.58,0.74,0.61,0.94,0.66,0.78,0.41,96.53
GenQ-Divf-Def-InvSim-0.4-0.9,3,0.57,0.72,0.6,0.94,0.64,0.77,0.46,98.74
GenQ-Divf-Def-InvSim-0.4-0.9,4,0.52,0.72,0.6,0.94,0.62,0.77,0.48,98.74
GenQ-Divf-Def-InvSim-0.4-0.9,5,0.49,0.67,0.58,0.93,0.58,0.76,0.51,98.74
GenQ-Divf-Def-InvSim-0.4-0.9,6,0.42,0.67,0.56,0.92,0.54,0.74,0.52,98.74
GenQ-Divf-Def-InvSim-0.4-0.9,7,0.35,0.68,0.55,0.92,0.52,0.73,0.54,98.74
GenQ-Divf-Def-InvSim-0.4-0.9,8,0.36,0.68,0.47,0.93,0.52,0.7,0.56,100.71
GenQ-Divf-Def-InvSim-0.4-0.9,9,0.27,0.66,0.43,0.93,0.47,0.68,0.58,102.75
GenQ-Divf-Def-InvSim-0.4-0.0,0,1.0,0.91,1.0,0.48,0.95,0.74,0.0,47.73
GenQ-Divf-Def-InvSim-0.4-0.0,1,0.97,0.83,0.95,0.53,0.9,0.74,0.77,47.73
GenQ-Divf-Def-InvSim-0.4-0.0,2,0.96,0.8,0.97,0.5,0.88,0.73,0.8,48.81
GenQ-Divf-Def-InvSim-0.4-0.0,3,0.95,0.76,0.97,0.48,0.86,0.73,0.84,49.9
GenQ-Divf-Def-InvSim-0.4-0.0,4,0.98,0.67,0.99,0.46,0.83,0.72,0.86,49.9
GenQ-Divf-Def-InvSim-0.4-0.0,5,0.92,0.68,0.91,0.47,0.8,0.69,0.87,49.9
GenQ-Divf-Def-InvSim-0.4-0.0,6,0.94,0.67,0.92,0.35,0.81,0.64,0.89,50.95
GenQ-Divf-Def-InvSim-0.4-0.0,7,0.89,0.64,0.87,0.38,0.77,0.63,0.9,50.95
GenQ-Divf-Def-InvSim-0.4-0.0,8,0.87,0.69,0.86,0.28,0.78,0.57,0.9,54.34
GenQ-Divf-Def-InvSim-0.4-0.0,9,0.82,0.66,0.81,0.23,0.74,0.52,0.92,55.51
GenQ-Divf-Def-InvSim-0.0-1.0,0,0.57,0.81,0.58,1.0,0.69,0.79,0.0,97.59
GenQ-Divf-Def-InvSim-0.0-1.0,1,0.54,0.78,0.56,1.0,0.66,0.78,0.22,97.59
GenQ-Divf-Def-InvSim-0.0-1.0,2,0.51,0.75,0.56,1.0,0.63,0.78,0.29,99.84
GenQ-Divf-Def-InvSim-0.0-1.0,3,0.47,0.7,0.58,1.0,0.59,0.79,0.36,102.12
GenQ-Divf-Def-InvSim-0.0-1.0,4,0.44,0.71,0.54,1.0,0.57,0.77,0.41,102.12
GenQ-Divf-Def-InvSim-0.0-1.0,5,0.39,0.68,0.54,1.0,0.54,0.77,0.44,102.12
GenQ-Divf-Def-InvSim-0.0-1.0,6,0.32,0.68,0.51,1.0,0.5,0.76,0.46,102.12
GenQ-Divf-Def-InvSim-0.0-1.0,7,0.29,0.68,0.46,1.0,0.48,0.73,0.48,102.12
GenQ-Divf-Def-InvSim-0.0-1.0,8,0.27,0.67,0.41,1.0,0.47,0.7,0.5,104.15
GenQ-Divf-Def-InvSim-0.0-1.0,9,0.24,0.65,0.34,1.0,0.44,0.67,0.53,106.25
