identifier,rank,cons,inhS,minS,cov,score,covQuality,div,runTime
GenZ-Divf-Def-InvSim-0.4-0.0,4,0.97,0.67,0.96,0.5,0.82,0.73,0.85,53.24
GenZ-Divf-Def-InvSim-0.4-0.0,5,0.93,0.69,0.88,0.55,0.81,0.72,0.85,54.5
GenZ-Divf-Def-InvSim-0.4-0.0,6,0.88,0.7,0.84,0.54,0.79,0.69,0.86,54.5
GenZ-Divf-Def-InvSim-0.4-0.0,7,0.86,0.71,0.82,0.37,0.79,0.6,0.87,54.5
GenZ-Divf-Def-InvSim-0.4-0.0,8,0.82,0.68,0.79,0.37,0.75,0.58,0.88,54.5
GenZ-Divf-Def-InvSim-0.4-0.0,9,0.82,0.63,0.8,0.31,0.72,0.56,0.9,55.77
GenZ-Divf-Def-InvSim-0.0-1.0,0,0.57,0.81,0.57,1.0,0.69,0.78,0.0,59.41
GenZ-Divf-Def-InvSim-0.0-1.0,1,0.54,0.77,0.55,1.0,0.66,0.77,0.3,59.41
GenZ-Divf-Def-InvSim-0.0-1.0,2,0.51,0.72,0.57,1.0,0.62,0.79,0.34,60.74
GenZ-Divf-Def-InvSim-0.0-1.0,3,0.48,0.71,0.56,1.0,0.59,0.78,0.37,62.1
GenZ-Divf-Def-InvSim-0.0-1.0,4,0.45,0.68,0.56,1.0,0.56,0.78,0.42,62.1
GenZ-Divf-Def-InvSim-0.0-1.0,5,0.41,0.68,0.54,1.0,0.55,0.77,0.44,62.1
GenZ-Divf-Def-InvSim-0.0-1.0,6,0.38,0.69,0.51,1.0,0.54,0.75,0.47,63.46
GenZ-Divf-Def-InvSim-0.0-1.0,7,0.34,0.68,0.46,1.0,0.51,0.73,0.49,63.46
GenZ-Divf-Def-InvSim-0.0-1.0,8,0.27,0.66,0.47,1.0,0.47,0.73,0.51,64.85
GenZ-Divf-Def-InvSim-0.0-1.0,9,0.28,0.61,0.4,1.0,0.45,0.7,0.53,64.85
GenQ-Divf-Def-InvSim-0.6-0.0,0,1.0,0.93,1.0,0.44,0.97,0.72,0.0,40.07
GenQ-Divf-Def-InvSim-0.6-0.0,1,0.97,0.84,0.99,0.48,0.91,0.73,0.84,40.07
GenQ-Divf-Def-InvSim-0.6-0.0,2,0.98,0.82,0.96,0.44,0.9,0.7,0.87,40.07
GenQ-Divf-Def-InvSim-0.6-0.0,3,1.0,0.76,1.0,0.38,0.88,0.69,0.89,40.98
GenQ-Divf-Def-InvSim-0.6-0.0,4,1.0,0.69,0.99,0.36,0.84,0.68,0.9,41.93
GenQ-Divf-Def-InvSim-0.6-0.0,5,0.98,0.65,0.97,0.35,0.81,0.66,0.91,41.93
GenQ-Divf-Def-InvSim-0.6-0.0,6,0.96,0.65,0.93,0.32,0.8,0.62,0.92,41.93
GenQ-Divf-Def-InvSim-0.6-0.0,7,0.94,0.63,0.89,0.26,0.79,0.58,0.93,41.93
GenQ-Divf-Def-InvSim-0.6-0.0,8,0.9,0.66,0.77,0.2,0.78,0.49,0.94,41.93
GenQ-Divf-Def-InvSim-0.6-0.0,9,0.85,0.61,0.66,0.22,0.73,0.44,0.94,42.9
GenQ-Divf-Def-InvSim-0.4-0.9,0,0.66,0.82,0.6,0.96,0.74,0.78,0.0,81.14
GenQ-Divf-Def-InvSim-0.4-0.9,1,0.62,0.76,0.6,0.95,0.69,0.78,0.33,81.14
GenQ-Divf-Def-InvSim-0.4-0.9,2,0.55,0.74,0.58,0.95,0.65,0.77,0.41,83.0
GenQ-Divf-Def-InvSim-0.4-0.9,3,0.51,0.7,0.59,0.95,0.61,0.77,0.46,84.88
GenQ-Divf-Def-InvSim-0.4-0.9,4,0.46,0.7,0.56,0.94,0.58,0.75,0.49,84.88
GenQ-Divf-Def-InvSim-0.4-0.9,5,0.41,0.68,0.53,0.94,0.54,0.74,0.51,84.88
GenQ-Divf-Def-InvSim-0.4-0.9,6,0.35,0.68,0.5,0.94,0.52,0.72,0.53,84.88
GenQ-Divf-Def-InvSim-0.4-0.9,7,0.31,0.68,0.46,0.94,0.49,0.7,0.55,84.88
GenQ-Divf-Def-InvSim-0.4-0.9,8,0.26,0.68,0.41,0.94,0.47,0.67,0.57,86.76
GenQ-Divf-Def-InvSim-0.4-0.9,9,0.26,0.65,0.34,0.94,0.45,0.64,0.6,88.7
GenQ-Divf-Def-InvSim-0.4-0.0,0,0.99,0.87,0.99,0.47,0.93,0.73,0.0,42.95
GenQ-Divf-Def-InvSim-0.4-0.0,1,0.94,0.79,0.95,0.54,0.87,0.74,0.8,42.95
GenQ-Divf-Def-InvSim-0.4-0.0,2,0.95,0.74,0.95,0.49,0.85,0.72,0.83,43.93
GenQ-Divf-Def-InvSim-0.4-0.0,3,0.94,0.75,0.93,0.48,0.84,0.7,0.85,44.9
GenQ-Divf-Def-InvSim-0.4-0.0,4,0.94,0.71,0.93,0.42,0.83,0.68,0.87,44.9
GenQ-Divf-Def-InvSim-0.4-0.0,5,0.91,0.67,0.88,0.4,0.79,0.64,0.89,44.9
GenQ-Divf-Def-InvSim-0.4-0.0,6,0.88,0.65,0.88,0.39,0.76,0.64,0.89,45.9
GenQ-Divf-Def-InvSim-0.4-0.0,7,0.85,0.67,0.81,0.36,0.76,0.58,0.9,45.9
GenQ-Divf-Def-InvSim-0.4-0.0,8,0.78,0.63,0.79,0.38,0.71,0.58,0.92,49.26
GenQ-Divf-Def-InvSim-0.4-0.0,9,0.7,0.66,0.66,0.4,0.68,0.53,0.92,50.49
GenQ-Divf-Def-InvSim-0.0-1.0,0,0.56,0.8,0.58,1.0,0.68,0.79,0.0,84.0
GenQ-Divf-Def-InvSim-0.0-1.0,1,0.53,0.77,0.55,1.0,0.65,0.77,0.26,84.0
GenQ-Divf-Def-InvSim-0.0-1.0,2,0.49,0.71,0.56,1.0,0.6,0.78,0.33,85.93
GenQ-Divf-Def-InvSim-0.0-1.0,3,0.42,0.71,0.55,1.0,0.56,0.78,0.4,87.88
GenQ-Divf-Def-InvSim-0.0-1.0,4,0.36,0.73,0.5,1.0,0.55,0.75,0.44,87.88
GenQ-Divf-Def-InvSim-0.0-1.0,5,0.34,0.69,0.5,1.0,0.51,0.75,0.46,87.88
GenQ-Divf-Def-InvSim-0.0-1.0,6,0.29,0.68,0.45,1.0,0.48,0.72,0.49,87.88
GenQ-Divf-Def-InvSim-0.0-1.0,7,0.28,0.66,0.42,1.0,0.47,0.71,0.5,87.88
GenQ-Divf-Def-InvSim-0.0-1.0,8,0.26,0.65,0.37,1.0,0.46,0.68,0.52,89.83
GenQ-Divf-Def-InvSim-0.0-1.0,9,0.23,0.63,0.32,1.0,0.43,0.66,0.55,91.85
